Datum,Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche
2014-08-25,5.0,261.569599386496,5.0,14.7875,13.0,65.0,
2014-08-26,1.0,143.842260185182,3.0,17.325,7.0,,
2014-08-26,2.0,468.647046949547,3.0,17.325,7.0,,
2014-08-26,3.0,212.353122239622,3.0,17.325,7.0,,
2014-08-26,4.0,64.7300809868511,3.0,17.325,7.0,,
2014-08-26,5.0,297.826898355689,3.0,17.325,7.0,,
2014-08-27,1.0,141.124540763453,1.0,19.875,9.0,,
2014-08-27,2.0,552.631235154782,1.0,19.875,9.0,,
2014-08-27,3.0,203.47656887381,1.0,19.875,9.0,,
2014-08-27,4.0,91.7596012818803,1.0,19.875,9.0,,
2014-08-27,5.0,357.732101208972,1.0,19.875,9.0,,
2014-08-28,1.0,147.59794847913,0.0,19.75,9.0,0.0,
2014-08-28,2.0,531.716288092032,0.0,19.75,9.0,0.0,
2014-08-28,3.0,251.865349600569,0.0,19.75,9.0,0.0,
2014-08-28,4.0,62.5912389709587,0.0,19.75,9.0,0.0,
2014-08-28,5.0,279.80996962599,0.0,19.75,9.0,0.0,
2014-08-29,1.0,119.001507763099,5.0,19.125,12.0,63.0,
2014-08-29,2.0,523.697281303577,5.0,19.125,12.0,63.0,
2014-08-29,3.0,256.780128275747,5.0,19.125,12.0,63.0,
2014-08-29,4.0,82.0627400312176,5.0,19.125,12.0,63.0,
2014-08-29,5.0,287.276593971779,5.0,19.125,12.0,63.0,
2014-08-30,1.0,162.81504486744,7.0,17.75,9.0,61.0,
2014-08-30,2.0,663.358329683797,7.0,17.75,9.0,61.0,
2014-08-30,3.0,295.555330754378,7.0,17.75,9.0,61.0,
2014-08-30,4.0,73.6875276947211,7.0,17.75,9.0,61.0,
2014-08-30,5.0,308.207385097927,7.0,17.75,9.0,61.0,
2014-08-31,1.0,136.994199378168,7.0,16.375,8.0,21.0,
2014-08-31,2.0,636.485647070072,7.0,16.375,8.0,21.0,
2014-08-31,3.0,253.800184477715,7.0,16.375,8.0,21.0,
2014-08-31,4.0,173.204821790261,7.0,16.375,8.0,21.0,
2014-08-31,5.0,399.571169014924,7.0,16.375,8.0,21.0,
2014-09-01,1.0,192.583927536972,7.0,17.875,12.0,61.0,
2014-09-01,2.0,482.354587353566,7.0,17.875,12.0,61.0,
2014-09-01,3.0,226.543273328489,7.0,17.875,12.0,61.0,
2014-09-01,5.0,295.524396420605,7.0,17.875,12.0,61.0,
2014-09-02,1.0,93.4032112729648,2.0,18.375,13.0,,
2014-09-02,2.0,458.402237519055,2.0,18.375,13.0,,
2014-09-02,3.0,240.285480333537,2.0,18.375,13.0,,
2014-09-02,4.0,57.3142573687701,2.0,18.375,13.0,,
2014-09-02,5.0,288.614038229533,2.0,18.375,13.0,,
2014-09-03,1.0,128.100882145258,2.0,18.75,13.0,,
2014-09-03,2.0,472.100194205842,2.0,18.75,13.0,,
2014-09-03,3.0,234.738745605959,2.0,18.75,13.0,,
2014-09-03,4.0,87.8687082235248,2.0,18.75,13.0,,
2014-09-03,5.0,318.657254851078,2.0,18.75,13.0,,
2014-09-04,1.0,118.732274802375,0.0,20.0,15.0,,
2014-09-04,2.0,450.131647250312,0.0,20.0,15.0,,
2014-09-04,3.0,223.143360976669,0.0,20.0,15.0,,
2014-09-04,4.0,72.2598802255058,0.0,20.0,15.0,,
2014-09-04,5.0,375.152423879348,0.0,20.0,15.0,,
2014-09-05,1.0,168.798990410438,2.0,21.375,10.0,,
2014-09-05,2.0,486.120366811752,2.0,21.375,10.0,,
2014-09-05,3.0,207.795889822214,2.0,21.375,10.0,,
2014-09-05,4.0,100.039080697173,2.0,21.375,10.0,,
2014-09-05,5.0,414.188447957927,2.0,21.375,10.0,,
2014-09-06,1.0,165.47761720592,2.0,24.0,5.0,,
2014-09-06,2.0,631.796059601553,2.0,24.0,5.0,,
2014-09-06,3.0,250.55328368274,2.0,24.0,5.0,,
2014-09-06,4.0,81.5506858317984,2.0,24.0,5.0,,
2014-09-06,5.0,379.478163301917,2.0,24.0,5.0,,
2014-09-07,1.0,48.9648440975496,5.0,20.0,6.0,21.0,
2014-09-07,2.0,611.729474874284,5.0,20.0,6.0,21.0,
2014-09-07,3.0,268.503120177705,5.0,20.0,6.0,21.0,
2014-09-07,4.0,121.70644713533,5.0,20.0,6.0,21.0,
2014-09-07,5.0,305.32143010071,5.0,20.0,6.0,21.0,
2014-09-08,1.0,177.361261107402,4.0,17.375,12.0,21.0,
2014-09-08,2.0,362.94350360382,4.0,17.375,12.0,21.0,
2014-09-08,3.0,181.481306520206,4.0,17.375,12.0,21.0,
2014-09-08,4.0,76.831488372097,4.0,17.375,12.0,21.0,
2014-09-08,5.0,235.073802916373,4.0,17.375,12.0,21.0,
2014-09-09,1.0,128.017374563252,6.0,17.125,16.0,63.0,
2014-09-09,2.0,417.309647321288,6.0,17.125,16.0,63.0,
2014-09-09,3.0,194.812556589498,6.0,17.125,16.0,63.0,
2014-09-09,4.0,44.9555309113161,6.0,17.125,16.0,63.0,
2014-09-09,5.0,293.590296834253,6.0,17.125,16.0,63.0,
2014-09-10,1.0,173.546299647139,2.0,18.625,12.0,,
2014-09-10,2.0,400.83119972293,2.0,18.625,12.0,,
2014-09-10,3.0,166.415961416606,2.0,18.625,12.0,,
2014-09-10,5.0,300.968840698784,2.0,18.625,12.0,,
2014-09-11,1.0,165.169051552497,4.0,17.375,13.0,,
2014-09-11,2.0,438.949019339398,4.0,17.375,13.0,,
2014-09-11,3.0,160.69566581164,4.0,17.375,13.0,,
2014-09-11,4.0,85.1686827007037,4.0,17.375,13.0,,
2014-09-11,5.0,279.576229303086,4.0,17.375,13.0,,
2014-09-12,1.0,130.3659563908,1.0,18.25,11.0,,
2014-09-12,2.0,394.097063724273,1.0,18.25,11.0,,
2014-09-12,3.0,163.496291050293,1.0,18.25,11.0,,
2014-09-12,4.0,86.8549239870084,1.0,18.25,11.0,,
2014-09-12,5.0,308.339123895824,1.0,18.25,11.0,,
2014-09-13,1.0,152.497010928097,7.0,17.0,12.0,,
2014-09-13,2.0,579.441847231862,7.0,17.0,12.0,,
2014-09-13,3.0,202.680233069363,7.0,17.0,12.0,,
2014-09-13,4.0,95.0356469783593,7.0,17.0,12.0,,
2014-09-13,5.0,368.08036123658,7.0,17.0,12.0,,
2014-09-14,1.0,60.5960658536456,7.0,17.625,14.0,61.0,
2014-09-14,2.0,567.700325745729,7.0,17.625,14.0,61.0,
2014-09-14,3.0,225.776419048427,7.0,17.625,14.0,61.0,
2014-09-14,4.0,61.6496610362342,7.0,17.625,14.0,61.0,
2014-09-14,5.0,308.18471248164,7.0,17.625,14.0,61.0,
2014-09-15,1.0,154.556691403417,2.0,19.75,13.0,,
2014-09-15,2.0,329.771125793257,2.0,19.75,13.0,,
2014-09-15,3.0,168.5821507078,2.0,19.75,13.0,,
2014-09-15,4.0,65.4469957924061,2.0,19.75,13.0,,
2014-09-15,5.0,246.361952258277,2.0,19.75,13.0,,
2014-09-16,1.0,106.657464651771,0.0,20.125,13.0,,
2014-09-16,2.0,398.175977428321,0.0,20.125,13.0,,
2014-09-16,3.0,158.588637787684,0.0,20.125,13.0,,
2014-09-16,4.0,89.2613596631694,0.0,20.125,13.0,,
2014-09-16,5.0,260.556443386613,0.0,20.125,13.0,,
2014-09-17,1.0,140.230426469916,1.0,19.875,18.0,,
2014-09-17,2.0,397.847841818431,1.0,19.875,18.0,,
2014-09-17,3.0,141.710275930971,1.0,19.875,18.0,,
2014-09-17,4.0,42.4632525722224,1.0,19.875,18.0,,
2014-09-17,5.0,328.670868886296,1.0,19.875,18.0,,
2014-09-18,1.0,168.767383241785,0.0,20.5,13.0,,
2014-09-18,2.0,397.178925069403,0.0,20.5,13.0,,
2014-09-18,3.0,153.185621725663,0.0,20.5,13.0,,
2014-09-18,4.0,66.1599462279164,0.0,20.5,13.0,,
2014-09-18,5.0,310.703033895321,0.0,20.5,13.0,,
2014-09-19,1.0,140.144453118865,0.0,20.75,9.0,5.0,
2014-09-19,2.0,402.244894589535,0.0,20.75,9.0,5.0,
2014-09-19,3.0,181.192284839408,0.0,20.75,9.0,5.0,
2014-09-19,4.0,67.7692374014595,0.0,20.75,9.0,5.0,
2014-09-19,5.0,332.883133774602,0.0,20.75,9.0,5.0,
2014-09-20,1.0,197.959086294477,3.0,19.375,7.0,10.0,
2014-09-20,2.0,569.825965185954,3.0,19.375,7.0,10.0,
2014-09-20,3.0,238.229987099986,3.0,19.375,7.0,10.0,
2014-09-20,4.0,92.9711766878255,3.0,19.375,7.0,10.0,
2014-09-20,5.0,373.742122406735,3.0,19.375,7.0,10.0,
2014-09-21,1.0,80.5859142164798,4.0,17.0,15.0,21.0,
2014-09-21,2.0,602.711358590014,4.0,17.0,15.0,21.0,
2014-09-21,3.0,252.012812670797,4.0,17.0,15.0,21.0,
2014-09-21,4.0,137.727348019177,4.0,17.0,15.0,21.0,
2014-09-21,5.0,402.989935831425,4.0,17.0,15.0,21.0,
2014-09-22,1.0,134.865103794751,6.0,13.0,17.0,21.0,
2014-09-22,2.0,381.105485691034,6.0,13.0,17.0,21.0,
2014-09-22,3.0,154.947972943461,6.0,13.0,17.0,21.0,
2014-09-22,5.0,270.105696755365,6.0,13.0,17.0,21.0,
2014-09-23,1.0,140.774695330895,4.0,14.75,6.0,,
2014-09-23,2.0,395.311723669985,4.0,14.75,6.0,,
2014-09-23,3.0,159.108501716463,4.0,14.75,6.0,,
2014-09-23,4.0,59.5734018328688,4.0,14.75,6.0,,
2014-09-23,5.0,276.659712997343,4.0,14.75,6.0,,
2014-09-24,1.0,108.711123767423,7.0,15.375,10.0,63.0,
2014-09-24,2.0,366.573708065858,7.0,15.375,10.0,63.0,
2014-09-24,3.0,152.306301086813,7.0,15.375,10.0,63.0,
2014-09-24,4.0,61.6804845934115,7.0,15.375,10.0,63.0,
2014-09-24,5.0,271.173455994606,7.0,15.375,10.0,63.0,
2014-09-25,1.0,108.067086651751,7.0,14.5,17.0,61.0,
2014-09-25,2.0,354.840744536323,7.0,14.5,17.0,61.0,
2014-09-25,3.0,143.336816393684,7.0,14.5,17.0,61.0,
2014-09-25,4.0,43.0705910015315,7.0,14.5,17.0,61.0,
2014-09-25,5.0,298.012563106301,7.0,14.5,17.0,61.0,
2014-09-26,1.0,117.377429960871,7.0,16.75,13.0,61.0,
2014-09-26,2.0,379.344936641425,7.0,16.75,13.0,61.0,
2014-09-26,3.0,144.769725122993,7.0,16.75,13.0,61.0,
2014-09-26,4.0,64.1347190059562,7.0,16.75,13.0,61.0,
2014-09-26,5.0,350.315063045348,7.0,16.75,13.0,61.0,
2014-09-27,1.0,139.171163845637,2.0,16.375,14.0,,
2014-09-27,2.0,474.89364807078,2.0,16.375,14.0,,
2014-09-27,3.0,210.20969581799,2.0,16.375,14.0,,
2014-09-27,4.0,78.5482535287746,2.0,16.375,14.0,,
2014-09-27,5.0,291.624712216349,2.0,16.375,14.0,,
2014-09-28,1.0,60.4829614839036,4.0,18.5,7.0,,
2014-09-28,2.0,531.938294754594,4.0,18.5,7.0,,
2014-09-28,3.0,188.273053603534,4.0,18.5,7.0,,
2014-09-28,4.0,97.3262195437161,4.0,18.5,7.0,,
2014-09-28,5.0,259.829447609604,4.0,18.5,7.0,,
2014-09-29,1.0,146.640779180328,6.0,18.125,6.0,,
2014-09-29,2.0,383.189548824255,6.0,18.125,6.0,,
2014-09-29,3.0,159.611110099364,6.0,18.125,6.0,,
2014-09-29,4.0,56.6829857088611,6.0,18.125,6.0,,
2014-09-29,5.0,299.916302228623,6.0,18.125,6.0,,
2014-09-30,1.0,125.317010604255,7.0,16.5,5.0,61.0,
2014-09-30,2.0,419.295409384144,7.0,16.5,5.0,61.0,
2014-09-30,3.0,171.708864102195,7.0,16.5,5.0,61.0,
2014-09-30,4.0,83.5718858944338,7.0,16.5,5.0,61.0,
2014-09-30,5.0,297.20876579818,7.0,16.5,5.0,61.0,
2014-10-01,1.0,159.473253138624,6.0,17.75,6.0,10.0,
2014-10-01,2.0,416.001423907184,6.0,17.75,6.0,10.0,
2014-10-01,3.0,150.620021574618,6.0,17.75,6.0,10.0,
2014-10-01,4.0,73.4335227011685,6.0,17.75,6.0,10.0,
2014-10-01,5.0,290.758945021528,6.0,17.75,6.0,10.0,
2014-10-02,1.0,183.411275500045,6.0,18.0,6.0,,
2014-10-02,2.0,441.737318758307,6.0,18.0,6.0,,
2014-10-02,3.0,164.42041516337,6.0,18.0,6.0,,
2014-10-02,4.0,121.311910293281,6.0,18.0,6.0,,
2014-10-02,5.0,330.469152570208,6.0,18.0,6.0,,
2014-10-03,1.0,62.591191559266,3.0,20.0,6.0,10.0,
2014-10-03,2.0,707.739671966281,3.0,20.0,6.0,10.0,
2014-10-03,3.0,269.827117830639,3.0,20.0,6.0,10.0,
2014-10-03,4.0,139.076621627262,3.0,20.0,6.0,10.0,
2014-10-03,5.0,392.78227452548,3.0,20.0,6.0,10.0,
2014-10-04,1.0,194.365187583031,0.0,18.5,8.0,5.0,
2014-10-04,2.0,677.822064186239,0.0,18.5,8.0,5.0,
2014-10-04,3.0,281.757971200957,0.0,18.5,8.0,5.0,
2014-10-04,4.0,107.332625116256,0.0,18.5,8.0,5.0,
2014-10-04,5.0,415.416761967546,0.0,18.5,8.0,5.0,
2014-10-05,1.0,82.1342445154272,1.0,16.25,7.0,,
2014-10-05,2.0,773.738416673644,1.0,16.25,7.0,,
2014-10-05,3.0,233.405843203076,1.0,16.25,7.0,,
2014-10-05,4.0,153.449384381621,1.0,16.25,7.0,,
2014-10-05,5.0,278.213851451937,1.0,16.25,7.0,,
2014-10-06,1.0,178.335670094664,2.0,15.75,15.0,10.0,
2014-10-06,2.0,469.08880026482,2.0,15.75,15.0,10.0,
2014-10-06,3.0,228.639701182843,2.0,15.75,15.0,10.0,
2014-10-06,4.0,121.029174320845,2.0,15.75,15.0,10.0,
2014-10-06,5.0,292.144384912168,2.0,15.75,15.0,10.0,
2014-10-07,1.0,141.858863346968,7.0,13.0,10.0,65.0,
2014-10-07,2.0,484.578575879817,7.0,13.0,10.0,65.0,
2014-10-07,3.0,220.541484826612,7.0,13.0,10.0,65.0,
2014-10-07,4.0,98.6406413025411,7.0,13.0,10.0,65.0,
2014-10-07,5.0,286.042301895173,7.0,13.0,10.0,65.0,
2014-10-08,1.0,134.873921318631,6.0,14.125,10.0,61.0,
2014-10-08,2.0,470.174747308647,6.0,14.125,10.0,61.0,
2014-10-08,3.0,265.681560003117,6.0,14.125,10.0,61.0,
2014-10-08,4.0,93.0857225354518,6.0,14.125,10.0,61.0,
2014-10-08,5.0,297.885541145047,6.0,14.125,10.0,61.0,
2014-10-09,1.0,134.324856819578,5.0,17.875,10.0,,
2014-10-09,2.0,487.357429909293,5.0,17.875,10.0,,
2014-10-09,3.0,221.056406388694,5.0,17.875,10.0,,
2014-10-09,4.0,109.984020692928,5.0,17.875,10.0,,
2014-10-09,5.0,308.549141791089,5.0,17.875,10.0,,
2014-10-10,1.0,132.317020180874,4.0,16.375,10.0,,
2014-10-10,2.0,472.068957327064,4.0,16.375,10.0,,
2014-10-10,3.0,240.813212235927,4.0,16.375,10.0,,
2014-10-10,5.0,350.091305190491,4.0,16.375,10.0,,
2014-10-11,1.0,181.071063711796,3.0,17.0,5.0,,
2014-10-11,2.0,570.933322929603,3.0,17.0,5.0,,
2014-10-11,3.0,268.913132488207,3.0,17.0,5.0,,
2014-10-11,4.0,115.088270399923,3.0,17.0,5.0,,
2014-10-11,5.0,413.469929038277,3.0,17.0,5.0,,
2014-10-12,1.0,97.9850226394533,5.0,15.125,7.0,20.0,
2014-10-12,2.0,599.265107232525,5.0,15.125,7.0,20.0,
2014-10-12,3.0,285.661904186498,5.0,15.125,7.0,20.0,
2014-10-12,4.0,169.310379668465,5.0,15.125,7.0,20.0,
2014-10-12,5.0,347.908417458128,5.0,15.125,7.0,20.0,
2014-10-13,1.0,129.878383258938,7.0,12.625,12.0,63.0,
2014-10-13,2.0,451.010836320036,7.0,12.625,12.0,63.0,
2014-10-13,3.0,199.088646650562,7.0,12.625,12.0,63.0,
2014-10-13,4.0,95.5543324237472,7.0,12.625,12.0,63.0,
2014-10-13,5.0,290.088719702625,7.0,12.625,12.0,63.0,
2014-10-14,1.0,175.011253800233,6.0,14.0,5.0,61.0,
2014-10-14,2.0,448.670332736577,6.0,14.0,5.0,61.0,
2014-10-14,3.0,238.238016495687,6.0,14.0,5.0,61.0,
2014-10-14,4.0,94.2003510325564,6.0,14.0,5.0,61.0,
2014-10-14,5.0,311.629970945777,6.0,14.0,5.0,61.0,
2014-10-15,1.0,206.8382090708,7.0,13.875,6.0,21.0,
2014-10-15,2.0,512.13078238518,7.0,13.875,6.0,21.0,
2014-10-15,3.0,218.845884805721,7.0,13.875,6.0,21.0,
2014-10-15,4.0,86.8965837803107,7.0,13.875,6.0,21.0,
2014-10-15,5.0,316.987211749477,7.0,13.875,6.0,21.0,
2014-10-16,1.0,147.570549356915,7.0,13.5,6.0,61.0,
2014-10-16,2.0,442.369110603724,7.0,13.5,6.0,61.0,
2014-10-16,3.0,208.715269211929,7.0,13.5,6.0,61.0,
2014-10-16,4.0,88.3273776763051,7.0,13.5,6.0,61.0,
2014-10-16,5.0,267.647733878274,7.0,13.5,6.0,61.0,
2014-10-17,1.0,144.357853437456,7.0,14.375,10.0,65.0,
2014-10-17,2.0,466.802718980504,7.0,14.375,10.0,65.0,
2014-10-17,3.0,192.376184914232,7.0,14.375,10.0,65.0,
2014-10-17,4.0,66.2492456777236,7.0,14.375,10.0,65.0,
2014-10-17,5.0,297.577155669568,7.0,14.375,10.0,65.0,
2014-10-18,1.0,158.152130377889,7.0,15.25,7.0,21.0,
2014-10-18,2.0,704.513358167715,7.0,15.25,7.0,21.0,
2014-10-18,3.0,287.15749879149,7.0,15.25,7.0,21.0,
2014-10-18,4.0,88.9035251767277,7.0,15.25,7.0,21.0,
2014-10-18,5.0,332.713956919627,7.0,15.25,7.0,21.0,
2014-10-19,1.0,58.8534096103563,7.0,17.375,13.0,95.0,
2014-10-19,2.0,641.165146886643,7.0,17.375,13.0,95.0,
2014-10-19,3.0,234.530195285563,7.0,17.375,13.0,95.0,
2014-10-19,4.0,113.131097897476,7.0,17.375,13.0,95.0,
2014-10-19,5.0,322.71968105362,7.0,17.375,13.0,95.0,
2014-10-20,1.0,158.382558902343,6.0,14.625,18.0,61.0,
2014-10-20,2.0,384.841833056267,6.0,14.625,18.0,61.0,
2014-10-20,3.0,175.081904091899,6.0,14.625,18.0,61.0,
2014-10-20,4.0,71.677546297344,6.0,14.625,18.0,61.0,
2014-10-20,5.0,297.640509637545,6.0,14.625,18.0,61.0,
2014-10-21,1.0,125.363981222897,7.0,12.5,9.0,63.0,
2014-10-21,2.0,407.362339131089,7.0,12.5,9.0,63.0,
2014-10-21,3.0,184.643705972007,7.0,12.5,9.0,63.0,
2014-10-21,4.0,60.7824435466895,7.0,12.5,9.0,63.0,
2014-10-21,5.0,291.70454422956,7.0,12.5,9.0,63.0,
2014-10-22,1.0,127.765051280508,6.0,13.0,12.0,0.0,
2014-10-22,2.0,418.311469787191,6.0,13.0,12.0,0.0,
2014-10-22,3.0,165.295512198228,6.0,13.0,12.0,0.0,
2014-10-22,4.0,84.0627079906616,6.0,13.0,12.0,0.0,
2014-10-22,5.0,285.171826857881,6.0,13.0,12.0,0.0,
2014-10-23,1.0,144.21773201944,6.0,13.125,7.0,0.0,
2014-10-23,2.0,445.284138246298,6.0,13.125,7.0,0.0,
2014-10-23,3.0,153.061273429423,6.0,13.125,7.0,0.0,
2014-10-23,4.0,84.836446255569,6.0,13.125,7.0,0.0,
2014-10-23,5.0,283.177784823415,6.0,13.125,7.0,0.0,
2014-10-24,1.0,203.173639154115,7.0,13.5,9.0,,
2014-10-24,2.0,452.520410554465,7.0,13.5,9.0,,
2014-10-24,3.0,187.233285079945,7.0,13.5,9.0,,
2014-10-24,4.0,55.0725703609042,7.0,13.5,9.0,,
2014-10-24,5.0,318.982030891719,7.0,13.5,9.0,,
2014-10-24,6.0,23.0977466534648,7.0,13.5,9.0,,
2014-10-25,1.0,191.425316581712,7.0,12.125,7.0,61.0,
2014-10-25,2.0,546.509665264924,7.0,12.125,7.0,61.0,
2014-10-25,3.0,247.12995265692,7.0,12.125,7.0,61.0,
2014-10-25,4.0,103.274974415436,7.0,12.125,7.0,61.0,
2014-10-25,5.0,307.448143380371,7.0,12.125,7.0,61.0,
2014-10-26,1.0,116.487886781866,5.0,12.75,9.0,0.0,
2014-10-26,2.0,623.565486683245,5.0,12.75,9.0,0.0,
2014-10-26,3.0,312.55596224519,5.0,12.75,9.0,0.0,
2014-10-26,4.0,161.676201511044,5.0,12.75,9.0,0.0,
2014-10-26,5.0,370.536705154412,5.0,12.75,9.0,0.0,
2014-10-26,6.0,47.8283214526103,5.0,12.75,9.0,0.0,
2014-10-27,1.0,121.416970836256,2.0,14.5,9.0,,
2014-10-27,2.0,408.229594124628,2.0,14.5,9.0,,
2014-10-27,3.0,173.883975463993,2.0,14.5,9.0,,
2014-10-27,4.0,99.2634442963349,2.0,14.5,9.0,,
2014-10-27,5.0,310.262575184375,2.0,14.5,9.0,,
2014-10-27,6.0,38.0965377883095,2.0,14.5,9.0,,
2014-10-28,1.0,136.094268676769,0.0,13.875,8.0,,
2014-10-28,2.0,467.694413731179,0.0,13.875,8.0,,
2014-10-28,3.0,271.450402165107,0.0,13.875,8.0,,
2014-10-28,4.0,81.6837671880442,0.0,13.875,8.0,,
2014-10-28,5.0,307.173402745835,0.0,13.875,8.0,,
2014-10-28,6.0,39.358650683243,0.0,13.875,8.0,,
2014-10-29,1.0,103.569554336818,7.0,8.375,7.0,20.0,
2014-10-29,2.0,411.213305357583,7.0,8.375,7.0,20.0,
2014-10-29,3.0,209.32399744082,7.0,8.375,7.0,20.0,
2014-10-29,4.0,55.9060009520091,7.0,8.375,7.0,20.0,
2014-10-29,5.0,300.108640695685,7.0,8.375,7.0,20.0,
2014-10-30,1.0,122.18216764664,2.0,10.625,5.0,10.0,
2014-10-30,2.0,451.617664945835,2.0,10.625,5.0,10.0,
2014-10-30,3.0,205.584371204915,2.0,10.625,5.0,10.0,
2014-10-30,4.0,75.6116667723772,2.0,10.625,5.0,10.0,
2014-10-30,5.0,312.493530897156,2.0,10.625,5.0,10.0,
2014-10-30,6.0,35.9657088065008,2.0,10.625,5.0,10.0,
2014-10-31,1.0,132.486279254048,8.0,12.875,5.0,10.0,
2014-10-31,2.0,404.579872169049,8.0,12.875,5.0,10.0,
2014-10-31,3.0,278.575310838118,8.0,12.875,5.0,10.0,
2014-10-31,4.0,52.9074695440103,8.0,12.875,5.0,10.0,
2014-10-31,5.0,303.662931280765,8.0,12.875,5.0,10.0,
2014-11-01,1.0,142.507059241702,2.0,16.5,8.0,0.0,
2014-11-01,2.0,501.127170965679,2.0,16.5,8.0,0.0,
2014-11-01,3.0,266.527079383546,2.0,16.5,8.0,0.0,
2014-11-01,4.0,79.5177877444727,2.0,16.5,8.0,0.0,
2014-11-01,5.0,355.95764486704,2.0,16.5,8.0,0.0,
2014-11-01,6.0,44.1953036347997,2.0,16.5,8.0,0.0,
2014-11-02,1.0,99.288586999622,3.0,15.375,10.0,21.0,
2014-11-02,2.0,643.077472226689,3.0,15.375,10.0,21.0,
2014-11-02,3.0,273.830726677708,3.0,15.375,10.0,21.0,
2014-11-02,4.0,148.665068032433,3.0,15.375,10.0,21.0,
2014-11-02,5.0,304.404961254638,3.0,15.375,10.0,21.0,
2014-11-02,6.0,54.444257086228,3.0,15.375,10.0,21.0,
2014-11-03,1.0,137.822879577546,4.0,13.75,12.0,0.0,
2014-11-03,2.0,385.893487521255,4.0,13.75,12.0,0.0,
2014-11-03,3.0,152.462083619029,4.0,13.75,12.0,0.0,
2014-11-03,4.0,52.609826768818,4.0,13.75,12.0,0.0,
2014-11-03,5.0,318.359097251893,4.0,13.75,12.0,0.0,
2014-11-03,6.0,38.5545767035567,4.0,13.75,12.0,0.0,
2014-11-04,1.0,103.123747563607,7.0,11.625,8.0,61.0,
2014-11-04,2.0,341.433323177735,7.0,11.625,8.0,61.0,
2014-11-04,3.0,154.085370382359,7.0,11.625,8.0,61.0,
2014-11-04,4.0,56.3444577705587,7.0,11.625,8.0,61.0,
2014-11-04,5.0,311.112916993953,7.0,11.625,8.0,61.0,
2014-11-04,6.0,23.9427538550048,7.0,11.625,8.0,61.0,
2014-11-05,1.0,113.078967477055,7.0,9.5,11.0,61.0,
2014-11-05,2.0,325.21061769105,7.0,9.5,11.0,61.0,
2014-11-05,3.0,159.090625700351,7.0,9.5,11.0,61.0,
2014-11-05,4.0,79.5612659468646,7.0,9.5,11.0,61.0,
2014-11-05,5.0,293.386428880751,7.0,9.5,11.0,61.0,
2014-11-05,6.0,51.4135955980293,7.0,9.5,11.0,61.0,
2014-11-06,1.0,138.399464430445,5.0,8.875,10.0,0.0,
2014-11-06,2.0,367.7203968189,5.0,8.875,10.0,0.0,
2014-11-06,3.0,146.243073140116,5.0,8.875,10.0,0.0,
2014-11-06,4.0,61.5654831293085,5.0,8.875,10.0,0.0,
2014-11-06,5.0,302.471760829603,5.0,8.875,10.0,0.0,
2014-11-06,6.0,44.904409068341,5.0,8.875,10.0,0.0,
2014-11-07,1.0,125.3258349714,0.0,8.625,9.0,10.0,
2014-11-07,2.0,352.071739490799,0.0,8.625,9.0,10.0,
2014-11-07,3.0,147.571392484558,0.0,8.625,9.0,10.0,
2014-11-07,4.0,63.3356111115402,0.0,8.625,9.0,10.0,
2014-11-07,5.0,331.374093763533,0.0,8.625,9.0,10.0,
2014-11-07,6.0,58.3979457835337,0.0,8.625,9.0,10.0,
2014-11-08,1.0,165.663474985222,6.0,10.25,8.0,,
2014-11-08,2.0,521.988816053164,6.0,10.25,8.0,,
2014-11-08,3.0,228.618970821628,6.0,10.25,8.0,,
2014-11-08,4.0,67.0208643146814,6.0,10.25,8.0,,
2014-11-08,5.0,300.671884481524,6.0,10.25,8.0,,
2014-11-08,6.0,25.30769024498,6.0,10.25,8.0,,
2014-11-09,1.0,118.446930009839,3.0,10.625,8.0,,
2014-11-09,2.0,686.670651764737,3.0,10.625,8.0,,
2014-11-09,3.0,299.926171597523,3.0,10.625,8.0,,
2014-11-09,4.0,140.81601620882,3.0,10.625,8.0,,
2014-11-09,5.0,376.124018092964,3.0,10.625,8.0,,
2014-11-09,6.0,60.7173201489965,3.0,10.625,8.0,,
2014-11-10,1.0,132.450933802593,6.0,8.75,7.0,61.0,
2014-11-10,2.0,316.334010323171,6.0,8.75,7.0,61.0,
2014-11-10,3.0,135.031553992339,6.0,8.75,7.0,61.0,
2014-11-10,4.0,71.5877599076694,6.0,8.75,7.0,61.0,
2014-11-10,5.0,260.94958385302,6.0,8.75,7.0,61.0,
2014-11-10,6.0,26.7954419057105,6.0,8.75,7.0,61.0,
2014-11-11,1.0,122.885078853966,2.0,8.625,7.0,10.0,
2014-11-11,2.0,297.976942376189,2.0,8.625,7.0,10.0,
2014-11-11,3.0,120.901976854138,2.0,8.625,7.0,10.0,
2014-11-11,4.0,69.4491859213357,2.0,8.625,7.0,10.0,
2014-11-11,5.0,274.567367361137,2.0,8.625,7.0,10.0,
2014-11-11,6.0,66.2692316252081,2.0,8.625,7.0,10.0,
2014-11-12,1.0,95.3481999188746,7.0,9.75,10.0,10.0,
2014-11-12,2.0,341.294225591248,7.0,9.75,10.0,10.0,
2014-11-12,3.0,118.807593053289,7.0,9.75,10.0,10.0,
2014-11-12,4.0,55.9875188664014,7.0,9.75,10.0,10.0,
2014-11-12,5.0,271.038875100822,7.0,9.75,10.0,10.0,
